n_players,3,4,5,6,7,8,9,10
3,20.84116303846154,24.850451405063293,24.91619618987341,26.30060087179487,26.041519763157897,28.695298575342463,30.03706726666666,30.32802715384615
4,21.214120761363635,24.09648421839081,24.58707894186047,26.459077080000007,26.653259898876406,28.99499364285715,30.08792788764045,32.64841179569893
5,20.81081154128441,24.67590291262136,24.82431247058824,25.996186871287133,26.957877450980384,29.703576,30.13751626,33.36200874000001
6,22.51763224793389,23.998177091666665,25.03501426016261,25.49363536666667,27.510540303278688,29.50008071428572,30.35357460465116,32.856651942622946
7,20.1945619122807,25.10956667906977,24.25406691416309,26.43835113274336,27.20171503478261,30.2847718159204,32.808465297297296,33.30247358878505
8,20.461021097826087,24.15642737988827,25.2342916961326,28.416156044198893,29.172075747252745,31.282205,32.80601523529411,35.245988106145255
9,20.38166204232804,24.0172936185567,24.78178278125,27.71214976142132,28.329022760204083,31.165485388297867,32.27756204255319,34.384403203125
10,21.15478218636364,24.39189572037915,24.6543282815534,28.267969438423645,28.258466588235297,32.42072050990098,35.14205535211268,38.104614602941176
20,21.555985088794927,24.719071678068413,26.440989522222225,27.92387984057972,29.72231194509804,32.58782432310469,33.76279634560327,36.5352896313933
25,21.82418529325513,25.741453640822783,26.276834946070878,27.964343109329445,30.399630411302983,32.078994208,34.11442136492891,35.97637140729483
50,22.55784936585366,26.994901912943874,27.298726010662175,30.697818977017935,31.198488396062537,34.80980314404268,36.21245682383721,37.40733492294322
